   0.00000000       0.00000000    
  
 # 
  
   3.11425591       3.06569099    
  
 # 
  
   6.13729954       5.94492912    
  
 # 
  
   9.07181168       8.64319420    
  
 # 
  
   11.9203844       11.1657867    
  
 # 
  
   14.6855278       13.5178356    
  
 # 
  
   17.3696957       15.7043571    
  
 # 
  
   19.9752445       17.7301674    
  
 # 
  
   22.5044880       19.6000004    
  
 # 
  
   24.9596634       21.3184223    
  
 # 
  
   27.3429260       22.8898468    
  
 # 
  
   29.6564007       24.3186073    
  
 # 
  
   31.9021130       25.6088600    
  
 # 
  
   34.0820618       26.7646713    
  
 # 
  
   36.1981621       27.7899742    
  
 # 
  
   38.2522926       28.6885910    
  
 # 
  
   40.2462578       29.4642334    
  
 # 
  
   42.1818390       30.1205177    
  
 # 
  
   44.0607224       30.6609116    
  
 # 
  
   45.8845787       31.0888214    
  
 # 
  
   47.6550255       31.4075546    
  
 # 
  
   49.3736191       31.6202850    
  
 # 
  
   51.0418777       31.7301331    
  
 # 
  
   52.6612778       31.7400970    
  
 # 
  
   54.2332573       31.6531372    
  
 # 
  
   55.7591972       31.4720535    
  
 # 
  
   57.2404442       31.1996155    
  
 # 
  
   58.6783142       30.8385010    
  
 # 
  
   60.0740662       30.3912964    
  
 # 
  
   61.4289474       29.8605499    
  
 # 
  
   62.7441483       29.2486877    
  
 # 
  
   64.0208282       28.5580826    
  
 # 
  
   65.2601242       27.7910614    
  
 # 
  
   66.4631195       26.9498367    
  
 # 
  
   67.6308823       26.0365753    
  
 # 
  
   68.7644501       25.0534286    
  
 # 
  
   69.8648224       24.0024185    
  
 # 
  
   70.9329605       22.8855133    
  
 # 
  
   71.9698181       21.7046890    
  
 # 
  
   72.9763107       20.4617767    
  
 # 
  
   73.9533310       19.1586151    
  
 # 
  
   74.9017334       17.7969513    
  
 # 
  
   75.8223572       16.3784943    
  
 # 
  
   76.7160263       14.9049530    
  
 # 
  
   77.5835190       13.3778992    
  
 # 
  
   78.4256058       11.7989197    
  
 # 
  
   79.2430267       10.1695251    
  
 # 
  
   80.0365143       8.49118042    
  
 # 
  
   80.8067551       6.76535034    
  
 # 
  
   81.5544434       4.99339294    
  
 # 
  
   82.2802353       3.17668152    
  
 # 
  
   82.9847717       1.31651306    
  
 # 
  
   83.6686707     -0.585830688    
  
 # 
  
   84.3325424      -2.52909851    
  
 # 
  
   84.9769669      -4.51214600    
  
 # 
  
   85.6025238      -6.53375244    
  
 # 
  
