   0.00000000       0.00000000       1.00000000    
   6.28318521E-04   6.28318521E-04   1.00000000    
   1.25663704E-03   1.25663704E-03  0.999999225    
   1.88495556E-03   1.88495510E-03  0.999997675    
   2.51327408E-03   2.51327222E-03  0.999995291    
   3.14159272E-03   3.14158783E-03  0.999992132    
   3.76991113E-03   3.76990135E-03  0.999988198    
   4.39822953E-03   4.39821230E-03  0.999983490    
   5.02654817E-03   5.02652023E-03  0.999977946    
   5.65486681E-03   5.65482490E-03  0.999971628    
   6.28318544E-03   6.28312584E-03  0.999964535    
   6.91150362E-03   6.91142213E-03  0.999956667    
   7.53982225E-03   7.53971329E-03  0.999947965    
   8.16814043E-03   8.16799887E-03  0.999938488    
   8.79645906E-03   8.79627839E-03  0.999928236    
   9.42477770E-03   9.42455139E-03  0.999917209    
   1.00530963E-02   1.00528179E-02  0.999905348    
   1.06814150E-02   1.06810769E-02  0.999892712    
   1.13097336E-02   1.13093276E-02  0.999879301    
   1.19380523E-02   1.19375698E-02  0.999865115    
   1.25663709E-02   1.25658037E-02  0.999850094    
   1.31946886E-02   1.31940283E-02  0.999834299    
   1.38230072E-02   1.38222426E-02  0.999817729    
   1.44513259E-02   1.44504467E-02  0.999800384    
   1.50796445E-02   1.50786396E-02  0.999782205    
   1.57079622E-02   1.57068204E-02  0.999763250    
   1.63362809E-02   1.63349900E-02  0.999743521    
   1.69645995E-02   1.69631466E-02  0.999723017    
   1.75929181E-02   1.75912902E-02  0.999701679    
   1.82212368E-02   1.82194207E-02  0.999679565    
   1.88495554E-02   1.88475382E-02  0.999656677    
   1.94778740E-02   1.94756407E-02  0.999633014    
   2.01061927E-02   2.01037284E-02  0.999608517    
   2.07345113E-02   2.07318012E-02  0.999583244    
   2.13628300E-02   2.13598572E-02  0.999557197    
   2.19911486E-02   2.19878983E-02  0.999530375    
   2.26194672E-02   2.26159226E-02  0.999502718    
   2.32477859E-02   2.32439283E-02  0.999474287    
   2.38761045E-02   2.38719173E-02  0.999445081    
   2.45044231E-02   2.44998876E-02  0.999415100    
   2.51327418E-02   2.51278393E-02  0.999384284    
   2.57610586E-02   2.57557705E-02  0.999352694    
   2.63893772E-02   2.63836831E-02  0.999320328    
   2.70176958E-02   2.70115752E-02  0.999287188    
   2.76460145E-02   2.76394449E-02  0.999253273    
   2.82743331E-02   2.82672942E-02  0.999218524    
   2.89026517E-02   2.88951211E-02  0.999182999    
   2.95309704E-02   2.95229256E-02  0.999146700    
   3.01592890E-02   3.01507078E-02  0.999109626    
   3.07876077E-02   3.07784677E-02  0.999071717    
   3.14159244E-02   3.14062014E-02  0.999033034    
   3.20442431E-02   3.20339128E-02  0.998993576    
   3.26725617E-02   3.26615982E-02  0.998953342    
   3.33008803E-02   3.32892574E-02  0.998912275    
   3.39291990E-02   3.39168943E-02  0.998870432    
   3.45575176E-02   3.45445015E-02  0.998827815    
   3.51858363E-02   3.51720825E-02  0.998784423    
   3.58141549E-02   3.57996374E-02  0.998740196    
   3.64424735E-02   3.64271626E-02  0.998695195    
   3.70707922E-02   3.70546617E-02  0.998649418    
   3.76991108E-02   3.76821309E-02  0.998602867    
   3.83274294E-02   3.83095704E-02  0.998555541    
   3.89557481E-02   3.89369801E-02  0.998507380    
   3.95840667E-02   3.95643599E-02  0.998458445    
   4.02123854E-02   4.01917100E-02  0.998408735    
   4.08407040E-02   4.08190303E-02  0.998358250    
   4.14690226E-02   4.14463170E-02  0.998306930    
