   0.00000000       15.0000000               1
   1.00000005E-03   14.9999924               1
   2.00000009E-03   14.9999695               1
   3.00000003E-03   14.9999332               1
   4.00000019E-03   14.9998798               1
   5.00000035E-03   14.9998121               1
   6.00000005E-03   14.9997301               1
   7.00000022E-03   14.9996328               1
   8.00000038E-03   14.9995203               1
   9.00000054E-03   14.9993925               1
   1.00000007E-02   14.9992495               1
   1.10000009E-02   14.9990921               1
   1.20000001E-02   14.9989204               1
   1.30000003E-02   14.9987326               1
   1.40000004E-02   14.9985304               1
   1.50000006E-02   14.9983130               1
   1.60000008E-02   14.9980803               1
   1.70000009E-02   14.9978333               1
   1.80000011E-02   14.9975700               1
   1.90000013E-02   14.9972925               1
   2.00000014E-02   14.9970007               1
   2.10000016E-02   14.9966927               1
   2.20000017E-02   14.9963703               1
   2.30000019E-02   14.9960327               1
   2.40000002E-02   14.9956799               1
   2.50000004E-02   14.9953127               1
   2.60000005E-02   14.9949303               1
   2.70000007E-02   14.9945326               1
   2.80000009E-02   14.9941206               1
   2.90000010E-02   14.9936934               1
   3.00000012E-02   14.9932508               1
   3.10000014E-02   14.9927931               1
   3.20000015E-02   14.9923210               1
   3.29999998E-02   14.9918337               1
   3.40000018E-02   14.9913311               1
   3.50000001E-02   14.9908133               1
   3.60000022E-02   14.9902811               1
   3.70000005E-02   14.9897337               1
   3.80000025E-02   14.9891710               1
   3.90000008E-02   14.9885941               1
   4.00000028E-02   14.9880018               1
   4.10000011E-02   14.9873943               1
   4.20000032E-02   14.9867725               1
   4.30000015E-02   14.9861345               1
   4.40000035E-02   14.9854822               1
   4.50000018E-02   14.9848156               1
   4.60000038E-02   14.9841328               1
   4.70000021E-02   14.9834356               1
   4.80000004E-02   14.9827232               1
   4.90000024E-02   14.9819965               1
   5.00000007E-02   14.9812536               1
   5.10000028E-02   14.9804964               1
   5.20000011E-02   14.9797239               1
   5.30000031E-02   14.9789371               1
   5.40000014E-02   14.9781351               1
   5.50000034E-02   14.9773188               1
   5.60000017E-02   14.9764862               1
   5.70000038E-02   14.9756393               1
   5.80000021E-02   14.9747772               1
   5.90000041E-02   14.9738998               1
   6.00000024E-02   14.9730082               1
   6.10000044E-02   14.9721012               1
   6.20000027E-02   14.9711800               1
   6.30000010E-02   14.9702425               1
   6.40000030E-02   14.9692907               1
   6.50000051E-02   14.9683237               1
   6.59999996E-02   14.9673414               1
   6.70000017E-02   14.9663458               1
   6.80000037E-02   14.9653330               1
   6.90000057E-02   14.9643068               1
   7.00000003E-02   14.9632654               1
   7.10000023E-02   14.9622087               1
   7.20000044E-02   14.9611368               1
   7.30000064E-02   14.9600506               1
   7.40000010E-02   14.9589491               1
   7.50000030E-02   14.9578323               1
   7.60000050E-02   14.9567013               1
   7.70000070E-02   14.9555550               1
   7.80000016E-02   14.9543934               1
   7.90000036E-02   14.9532166               1
   8.00000057E-02   14.9520264               1
   8.10000002E-02   14.9508190               1
   8.20000023E-02   14.9495983               1
   8.30000043E-02   14.9483624               1
   8.40000063E-02   14.9471111               1
   8.50000009E-02   14.9458456               1
   8.60000029E-02   14.9445639               1
   8.70000049E-02   14.9432688               1
   8.80000070E-02   14.9419575               1
   8.90000015E-02   14.9406319               1
   9.00000036E-02   14.9392910               1
   9.10000056E-02   14.9379358               1
   9.20000076E-02   14.9365644               1
   9.30000022E-02   14.9351788               1
   9.40000042E-02   14.9337788               1
   9.50000063E-02   14.9323635               1
   9.60000008E-02   14.9309330               1
   9.70000029E-02   14.9294872               1
   9.80000049E-02   14.9280272               1
   9.90000069E-02   14.9265518               1
  0.100000001       14.9250622               1
  0.101000004       14.9235582               1
  0.102000006       14.9220381               1
